,0
698,"
                    
                        조리원동생이  무알콜  맥주라며 하나  먹어보라고 해서  먹어보구 맛있어서 바로 그자리에서 주문했는데 오늘 바로왔네요  저렴하게 24캔  잘싼거같아요  일반 맥주는 반캔먹고 버리는게 다수였는데 이건 한캔 다 먹었네요 맛있어요   클**보다 훨씬 맛나요
                    
                "
699,"
                    
                        소맥에 사용 합니다~
청량감좋으나 향 강한 맥주 싫어하는 남편은 향때문에 맥주만 먹긴 그렇다네요.
소맥으로만 즐기는걸로...
                    
                "
700,"
                    
                        이거 맛있다는 사람들 미각이 정말 궁금하네요. 진짜 맛있을 수도 있으시겠지만...처음 벌컥하고 넘어가는 순간만 맥주 같고 다음 순간 엿기름 냄새 겁나게 납니다. 재가 무알콜맥주 3종류정도 (다 수입산) 먹어봤는데 가장 이질적이고 맛이 없었네요. 싼게 최우선이신 분들은 상관없으실지는 몰라도 그래도 맛을 중요시 하시는 분들은 다시생각해보사길
                    
                "
701,"
                    
                        저렴하게 잘 샀어요
항상 마트서 샀다가 며칠전부터 인터넷으로 살수있는걸 알게되서 항상 여기서 사요
다 먹으면 계속 쭉 여기서 주문할거에요
넘 좋아요~~^^
                    
                "
702,"
                    
                        정말 맥주 같습니다.
근데 맛이 없네요. 제 입에 안맞아요.
향이 너무 강해서 못마시겠네요
2캔 마셨는데 ... 남은 걸 어찌 처분해야할지 ㅜㅜ
                    
                "
703,"
                    
                        모유수유때문에 술을 못마시는데 이걸로 대리만족하고있습니다.
저녁에 애기 재우고 매일 한캔씩 마시면서 그날의 피곤을 풀어주는데 최고입니다!
술마시는 친구들도 완전 맥주같다고..
슈퍼가면 1,000원돈하는데 아주 싼가격에 잘 먹고있어요~~
                    
                "
704,"
                    
                        나의 사랑.. 무알콜 맥주야..
임심 준비 기간의 동반자..
넌 알콜은 없지만 널 마시면 자동으로 캬~햐
소리가 나지.. 그런 날 남편은 한없이  비웃어 대지만...
너가 최고다..ㅋㅋ

칼로리도 1캔에 60kcal...
노벨평화상은  무알콜 맥주를 만드신 분에게 ㅋㅋ 드리고 싶습니다.
                    
                "
705,"
                    
                        이글대는 여름이면 더욱찾게 되는... 맥주!!! 원래주류를못마시는데. 임주임에도 신랑이 마실때 쓱~ 시선이가더라구요 건강위해이상품처음신청했는데..신랑은무알콜인지몰고하루한캔이상! 잘도드링켜요 ㅋㅋㅋ 대만족입니다요~^^
                    
                "
706,"
                    
                        달달하고 무알콜 찾으시는 분들한테는 저렴하게 부담없이 드실 수 있을 것 같아요.
그런데 확실히 맥주맛이 떨어지긴 해요, 아무리 무알콜이지만 내가 맥주를 마시고 있는건가? 하는 정도에요
                    
                "
707,"
                    
                        알콜로 먹고싶은데, 
아기가 너무어려서 취하는 기분만 내고 싶을때..
                    
                "
708,"
                    
                        습관성 알코올 될까바 샀는데,
맥주 느낌은 나면서 무알콜에 칼로리도 적어서 만족함니다.
                    
                "
709,"
                    
                        수유중으로 인한 무알코올맥주먹고있습니다
로켓배송되는지 알았으면 진작 시킬껄
너무늦게 알아버렸내요
                    
                "
710,"
                    
                        술을 자주 마시지 않던 저는 첫 한모금부터  맥주맛 나서 좋았어요. 그러나 술 자주 마시는 사람들은 술 맛 안난다고 하네요. 어차피 제가 다 마실생각이었으니 전 이거 다 먹음 다시 재구매할거에요
                    
                "
711,"
                    
                        임신기간에 술이 먹고파서 샀는데..
맥주 흉내는 냈는데..
호박달인농축액 같은 맛이랑 향기가 나요.
임신기간이 끝나면서 필요없어져서 한상자 사놓은거 아까워 요즘은 클라우드 처럼 뒷맛이 쓴 맥주에 조금씩 섞어서 마시고있어요.
                    
                "
712,"
                    
                        자주 먹는 무알콜이에요
무알콜 맥주중엔 하이트가 젤 나은거 같아요
                    
                "
713,"
                    
                        무알콜맥주가 쿠팡에 파는지 몰랐네요
임신중에나 먹어봤는데
맥주를 마실 상황이 안되 무알콜맥주 사봤는데 마실만해요~
                    
                "
714,"
                    
                        술을 먹지 않는데 여름에 더울때 샤워하고 한잔하면 청량감이 좋아요ᆞ치킨먹을때도 좋구요ᆞ
한박스씩 사놓고 남편과 제가 애용합니다ᆞ
탄산음료는 설탕이 많아서 제로맥주는 알코올걱정 설탕걱정없어 좋아요ᆞ
                    
                "
715,"
                    
                        술을 먹지 못하는  사람들에게 참 좋은것 같아요.
함께 어울려  기분도 좋구요.
전에도 한번 구입해서 먹는데 술 좋아하는 남편도 이것은 저에게 온전히 양보 ~ 남편  취향이 아니라 하지만 맛과 향은 최고 그리고 무알콜인데도 이상하게 취하는 이느낌은 ~~~^^
                    
                "
716,"
                    
                        무슨 평을 남길까요...

첫째 임신해서..
첫째 수유중에..
들째 임신해서..
둘째 수유중에..

계속 먹음다~ㅎㅎ

음.. 참고로..

처음엔 좀 맛없는둣..해도
계속 먹다보니..
술을 겁나게 사랑하는 내 입에 맛아들더니..
이젠 술이 확실히 주네요..

신랑 술마실때 같이 즐기기도하고..ㅎㅎ
                    
                "
717,"
                    
                        수유중인데 스트레스에 맥주가 너무 땡겨요ㅠ
한두번 사다먹긴했는데
자다깨서 쭈쭈 찾는 아가야에 미안해서
무알콜 샀어요!!

맛이 다르지만 비슷
맥주마시는 느낌도나고
똑같이 배도부르고 트름도 끄윽 하고나요

알딸딸한 느낌만없지 맥주에요ㅎㅎ
                    
                "
718,"
                    
                        밤ㅡ9시반에 결제해도ㅡ
다음날 뙇 ㅋ
빨라요ㅡ빨라요ㅡ
맞벌이로인해 쿠팡으로 생필품을 구매해서 짐들이 많은데도
항상 빼먹지 않고ㅡ가져다 주셔서 감사해요~^^

김치냉장고에서 차가울데로 차가워진ㅡ제로는ㅡ꿀맛!!
맥주대신ㅡ
탄산대신ㅡ
갈증해소ㅡ굿
                    
                "
719,"
                    
                        술 자주 마시기 그래서 이거 샀어요. 맥주 맛이랑 다르긴 하지만, 그래도 기분 낼 때 이거 마시려구요.
                    
                "
720,"
                    
                        세번짼가 네번짼가요
아주차갑게 해서 마심 완전 알콜있는 맥주랑 똑가ㄸ음
                    
                "
721,"
                    
                        무알콜 맥주가 첨이라 그런건지,,, 맛이 없어요ㅜㅜㅜ
얼굴 빨개지는 타입이라 무알콜 사긴 했는데
그냥 빨개질걸ㅎㅎㅎ...
                    
                "
722,"
                    
                        달달한 조청냄새 거의 안나고 맛 좋습니다 
한약을 먹고 있어서 저녁에 맥주한잔 생각날때 마시려고 샀는데 기대 이상입니다
외국 특히 독일 무알콜 맥주보다 훨씬 좋습니다
                    
                "
723,"
                    
                        지난번에 시켜 먹어보고
생각보다 빨리 다 먹어서 다시 주문해요
건강상의 이유로 알콜을 멀리해야하지만
원래도 술 잘 못마셨어요
알쓰인 전 술맛을 모르니 그냥 만족 합니다 ㅎㅎ

가장 좋은 점은 칼로리도 높지 않아서 좋아요
                    
                "
724,"
                    
                        생각햇던 맛이 아니라 실망
언제 저걸 다먹을까 고민중
소주랑 희석시킴 그나마 나음 ㅜㅜ
                    
                "
725,"
                    
                        평소매일술을즐겨마시다..쓸개제거수술후..금주령을받았습니다.
그후에 무알콜맥주로ㅡ처음엔..맹숭맹숭하다가..이제는 나중에 오히려다른맥주를못마실꺼같아요. 기존맥주온도보다차게먹는게 훨씬낫구요. 
추천해요.
                    
                "
726,"
                    
                        알콜맥주와 인연 끊어볼까 해서 구매!
맛은 맥주맛임
좀 달착지건함
탁쏘는 청량감은 제대로임
무알콜인데 약간 취하려는 느낌임
맥주대용으로 괜찮은듯
앞으론 쭈욱 무알콜만 먹고싶은 바램_()_
                    
                "
727,"
                    
                        당분간 술을 먹지못할 사정으로 마트에서 처음 사먹어 보았는뎅 알콜이 들어있는것보다는 맛은 덜 할수있지만 무알콜치고는 아주 좋습니다~ 클***도 사먹어 보았는뎅 완전 먹다 토하고 ㅡㅡ
비추에요 하이트가 젤 괜춘요
마트가격보다 반가격 싸요~ 굿!
                    
                "
728,"
                    
                        임신 출산 수유가 2년 정도 그 이상인데...
이제 둘째까지...;; 
신랑이랑 같이 한잔하고싶을 때 쟁여두고 마시는 제로맥쥬에요~
엄마들은 요것도 따로 하나씩 사게가 안되서 쿠팡으로 잘 시켜먹게 되요~^^
                    
                "
729,"
                    
                        모유수유중 아이 시중들며 지쳐있을때 무알콜맥주를 마시면 잠시나마 지친육체에 에너지를 줍니다..
맥주를 좋아하던 1인으로  그동안 임신.출산.모유수유중 맥주맛이 그리울때 무알콜 맥주는 한줄기 희망같은 음료임...
가격도 완전 굿~^^
맛도 굿~^^
                    
                "
730,"
                    
                        ㅎㅎ
슬을 마시지 못하는 제가 마시기엔 적당합니다
향도 맛도 좋은 호프로 만들어져서 음용감이 좋습니다
탄산음료 대신으로 마시기에도  좋으네요^^
술을좋아 하시는 분들은 맛이 얷다고 하실 수도 있습니다^^
                    
                "
731,"
                    
                        친정아빠가 건강문제상 금주 중이시라 주문합니다
벌써 몇박스째 주문인지 모르겠지만
처음엔 맛없다 그러시더니 
이젠 이거라도 없음 안되시겠나봅니다
에휴...
무알콜 맥주가 있어서 얼마나 다행인지 모르겠습니다
쭈욱 판매해주세요
                    
                "
732,"
                    
                        벌써 몇번째 재구매인지 모르겠어요~   시원하게 해서 마시면 얼추 맥주맛 나요
                    
                "
733,"
                    
                        한약 먹고 있어서 맥주를 먹을 수 없는데...

적당히 탄산 있고 진짜 맥주 맛 나서 맛있게 먹고 있습니다.

술은 안 파는데 무알콜 맥주는 파네요..신기해써요~
                    
                "
734,"
                    
                        술을 즐기다가 몸이 안좋아 끊었는데 무알콜이라서 여행이나 모임자리에서 기분내기에는 딱이네요~
                    
                "
735,"
                    
                        아기낳고 맥주 한잔 먹고 싶을때 꾹꾹 참았는데,
요즘은 제로맥주로 위안을 삼고 있어요 ㅎㅎ 이건 알콜이 제로라고 해서요!
마트보다 가격도 훨~~씬 저렴하고, 쿠팡맨이 배송 해 주니 더더욱 좋습니다
                    
                "
736,"
                    
                        평소 알쓰라 술은 입에도 안대는데,
이번에 무알콜 맥주를 한 번 사봤어요

잔에 따르니 분명 그냥 맥주인데 알콜이 없다니 신기하네요
기분 내고 싶을때 부담 없이 마실 수 있겠어요!
                    
                "
737,"
                    
                        술을 잘하진 못하지만 기분내고싶어서 구매하게되었습니다:-) 맥주향 음료네요
                    
                "
738,"
                    
                        술을 워낙 좋아하지만 모유수유 관계로 무알콜 찾다가 먹어본 하이트 제로 
사람마다 입맛이 다르지만 나는 맛있음 
완전 무알콜이라 안심하고 마실수 있고 
이젠 맥주맛을 잊어버림 제로맥주가 원래 맥주맛인것 같음
굿
                    
                "
739,"
                    
                        현재 모유수유로 금주 중인데 맥주는 참기 힘들어서요. 대체용으로 육아에 지칠 때 한 번씩 마시고 있습니다. 무알콜 맥주 없었으면 모유수유 관뒀을지도 몰라요 ㅋㅋㅋㅋ 여러가지 먹어봤는데 전 하이트제로가 제일 나았어요.
                    
                "
740,"
                    
                        수유중이라 무알콜 이것저것마셔봤는데, 이게젤 나아요ㅋㅋ
진짜맥주에는 못따라가지만 무알콜중에서는 최고인듯.
외국거랑 다른거먹어봤는데 엿맛이나요 옛날엿만.
이건 맥주랑비슷해서좋아요ㅋㅋ마트보다가격도훨싸서 박스로삿어요ㅋㅋ굳
                    
                "
741,"
                    
                        운동을 하거나 감기약을 먹고 있을 때 술이 마시고 싶으면 힘들었는데 좋아요.
근데 특유의 아로마 향이 아주 가끔 역할때가 있어요. 이건 그냥 어쩔 수 없는 것 같아요.
알콜 대체 음료로 나온 무알콜 맥주중엔 가장 맥주 같습니다. 거품도 비슷해요.
                    
                "
742,"
                    
                        무알콜 맥주는 처음 마셔보는데 일반 맥주와 비슷해서 깜짝 놀랐습니다. 가끔씩 맥주가 당길 때 거기 들어있는 알콜보다 홉의 씹싸래한 맛과 탄산을 맛보고 싶은게 더 큰데 이걸 충족시켜 줍니다.
                    
                "
743,"
                    
                        무알콜이면서 맛은 그대로라서 더운 여름 즐기고 있어요. 게다가 로켓배송이라 참 좋네요~
                    
                "
744,"
                    
                        알콜이 몸에 잘받지 않아 예전에도 무알콜을
마셨는데 맛이 별로였어요.
하지만 이건 풍미 있는 거품과 진한 맥아 맛이 진한듯
하면서 우알콜이 아닌것 처럼 리얼 맥주의 조화로운 맛이
일품이였어요.  얼음과 섞어 먹어도 굿~~ㅎ
강 추천 드려요
                    
                "
745,"
                    
                        세일할때 쟁여둡니다. 
여름이라 언제 가격 폭등할지 모르니
14,000원대 전후이면 그냥 쟁여두시길
추천합니다!!
                    
                "
746,"
                    
                        둘째 출산후 신랑과 짠~ 한잔하려고 샀네요.
마트에서 사는 가격보다 무척 저렴하구요~


탄산음료로 표기되어 있으나
맥주맛이 납니다.

첫 탄산는 강렬하지만 탄산의 기운이  금방 사라지는.
개봉하셨음 후딱 완샷하세요 ㅎ
                    
                "
747,"
                    
                        전 너~무 만족스러워요^^♥

제가 실은 술을 넘나 좋아해서 알콜중독에 걸릴 것 같아서
구입했어요^^

치킨이랑 먹는데 은근 맥주 마시는 기분이 납니다.

다음에 또 시켜야 겠어요~~
                    
                "
748,"
                    
                        술을 기대하진 마세요. 보리맛이 강하고 코막고 마시면 맥주 느낌납니다
                    
                "
749,"
                    
                        수유중이라 맥주는 먹을수 없고 분위기는 내고 싶어서 무알콜 맥주를 잘 사다먹는데 마트에는 개당 천원이여서 자주먹기는 부담스럽더라규요 ㅠ
24캔 저렴하게 잘 구입했어요~배송도 엄청 빠르고 굿입니당 
                    
                "
750,"
                    
                        낮술용으로 샀어요
일하다 열받아서 술생각나는데 진짜 마실수는 없으니까..
접때 시키고 다 마신 후 재구매한겁니다
몇개 마셔봤지만  무알콜맥주 중 레알 맥주맛에 제일 가까운것같아요
                    
                "
751,"
                    
                        진짜 맥주맛을 무알콜에서 느낄 수 있네요.
뭔가 소화제처럼 저녁식사와 한캔 먹게 됩니다.
                    
                "
752,"
                    
                        남편도 저도 술 못먹는데 맥주마시는 느낌도 같고 싶어 항상 이제품 여름에 냉장고에 넣어 시원하게 마셔요.
아무래도 맥주맛과 똑같지는 않겠지만 그래도 기분은 낼 수 있네요. 
여기가 싸고 좋아서 몇개씩 구입해서 냉장고에 놓고 먹어요~
                    
                "
753,"
                    
                        출산후 편의점이나 마트에서 구매해서 사먹엇는데
대량으로도팔고..가격도 너무 싸서 좋네요..
                    
                "
754,"
                    
                        요즘 날씨도 더워지고 최얘팀이되었내요~
가격도 좋고 배송은 더 말할 것없이 
매우 신속하고 좋아요~
강추~~
                    
                "
755,"
                    
                        알콜만 딱 뺀 맥주맛입니다. 맥주보다 청량감이 더 좋은거같고 마실만합니다ㅎㅎ
                    
                "
756,"
                    
                        임신중에 맥주땡길때 마셨을땐 맛 없엇는데
이제 알콜은 싫은데 시원한맥주생각날땐 이만한게없네요
ㅋㅋ 칼로리도 60밖에안되고 앞으로도 계속 이것만먹을것같아요
                    
                "
757,"
                    
                        알콜 쓴 맛을 싫어해서 저는 일반맥주보다 이게 더 입에 맞아요
치킨 먹을 때도 잘 어울립니다
                    
                "
758,"
                    
                        건강상 금주를 해야해서
기분만 내려고  무알콜로 구입했어요ㅠㅠ
                    
                "
759,"
                    
                        물먹듯이 맥주먹는지라 수유중에 맥주를
 먹을수가없어서 이것만 계속찾게되네요
뭐ㅡ약간 탄산물엿맛?  같긴해도
맥주의맛이 살짝나긴해서 먹다가
탄산이 너무쎄서 두캔? 먹고마는 정도ㅎㅎ
                    
                "
760,"
                    
                        조리원 동기에게 추천받았어요♡♡♡

냉장고에넣어서
시원하게먹으니
너무
맛있구요
진짜맥주맛나요
진심!!!!

차에서
먹어도
너무
시원하고
목이
뻥뚫리는맥주맛이여여
                    
                "
761,"
                    
                        정기배송 시켰어요 ㅋㅋ
임신했을때부터 가끔 맥주생각날때 먹었던 건데
지금은 수유중이라 요걸로 안심하고 먹어요
취하지도않구 진짜 맥주마시는 기분이라 저는 좋네요 ㅋㅋ
무엇보다 이마트나 편의점보다 가격이 착해서
완전 좋습니다 ㅋㅋ!! 굿
                    
                "
762,"
                    
                        알콜 없어서 맥주마시고싶을때 마셔요 
맥주맛나는 음료라 먹을만해요
출산후 10개월만에 먹으니까 마치 맥주같네요 ㅎㅎ
                    
                "
763,"
                    
                        하이트제로 맛없다고하는데
전 맛있게 잘먹고있어요~
평소에 소주좋아하시는분들은 맹물같겠지만
맥주 가끔 드시는분들한테는
맥주대신 음료먹는다고생각하고 먹으니까 맛잇어용~
                    
                "
764,"
                    
                        무알콜 맥주중 가성비 최고입니다.
근데 아직 우리나라 무알콜맥주는 맥주맛이 좀 떨어지긴해요.
                    
                "
765,"
                    
                        수유중이라 가끔 마시는데 마트에 1개당 1000원 하는거에 비해 가격도 좋고 배송도 빨라서 좋았어요 개인적으로는 클라우드 제로보다 더 맥주느낌 나는거 같아요
                    
                "
766,"
                    
                        금주하는 신랑에게 선물해주니 좋아하네요
그냥 맥주보다 보리맛이 더 강한편이예요
                    
                "
767,"
                    
                        집에 쟁여놓게 되는 육아맘에게 없어서는 안되는 제품이예요 ㅎㅎ
맥주 먹으려면 먹을수 있지만 한캔만 먹어도 다음날 피곤하더라구요, 육아하는라 잠을 푹 못자니 그런가봐요.
제가 먹어본 무알콜맥주중에 제일 맥주랑 맛이 비슷해요.
                    
                "
768,"
                    
                        늘 먹던거에요! 
출산하고 육아 스트레스에 맥주한잔 하고싶은데 
모유수유하고있어서 알콜은 먹을수없어서.. 
무알콜 맥주로 스트레스 풀고있어요! 
맥주맛이랑도 비슷해서 좋아요 굿
                    
                "
769,"
                    
                        술마시지못해서
아이들과 집콕하면서
화가 솟구칠때마다 대낮부터 멋찌게 한잔합니다ㅋㅋ
                    
                "
770,"
                    
                        real 한 맥주맛을 원한다면 그것은 정말 도둑놈이겠죠 괜찮습니다.!bb!
괜찮습니다 임산부분들이 술좋아하시는분들이 자제해야할때
드시면괜찮을듯.
                    
                "
771,"
                    
                        임산부라서 주문해서 먹고있어요.
지난번에 72캔인가 사서 애 낳을때까지 먹을라나 싶었는데 신랑이 야곰야곰 먹어서 추가주문해요.
맥주맛을 기대하기 보다는 달지않고 청량감을 느끼기 위해서 먹는거죠
                    
                "
772,"
                    
                        이 가격에 이만큼 사기 힘든데 넘나 만족스러워요 ㅎ
                    
                "
773,"
                    
                        클라우드 제로보다 이게 나은듯
첨마실땐 한숨나오는데 계속 마시니 맛이 진짜 알코올있는 맥주같은 착각이 들더라는^^이틀마시니 이게 진짜맥주라고 무의식이 느끼고있음 
참고로 냉동실에 살짝 뒀다마시면 시원함때문에 더 착각
                    
                "
774,"
                    
                        항상 쟁여놓구 마셔요 알콜알러지라 술을 못마셔서 대신 이거 마셔요 맥주랑 맛이 비슷하구 시원하게마시면 갈증두 없어지그~~냉장고에 없으면 허전해서 다먹기전에 주문해용 올여름 나에 음료수 이것만 마셨네요 남편은 달달한거~~
                    
                "
775,"
                    
                        하이트 제로 무알콜 두번째 주문입니다.
신랑이랑 저랑 갈증날때 탄산음료 대신 
마실려고 구입했어요.
냉동실에 넣어두고 시원하게 마시니.
갈증해소 되네요.ㅎㅎ
더 주문할려고 해요.
마트보다 저렴하게 구입해서 좋아요.
                    
                "
776,"
                    
                        배송은 당연 로켓이니 빠르구요!
집 근처 마트에서 사면 한캔당 천얼마인데
완전 저렴하게 잘 샀어요!
모유수유중인데 더운날 시원맥주가 땡겨서 종종 마시고 있습니다.
다 마시면 또 주문할거예요 :-)
                    
                "
777,"
                    
                        무알콜맥주는 하이트가 젤 나아요 구입하세요^^
                    
                "
778,"
                    
                        작년엔두박스구매해서신라앗있다고마시더니..올핸코끼리광고맥주마시곤이제품마실빠엔코끼리마시겠다며사지말라더라구요 흥칫뿡! 싸니까가계에좀절약하려했더니또협조않하능ㅜㅜ
                    
                "
779,"
                    
                        임신기간동안은 모르고 있다가 애 낳고 모유수유하면서 완전 무알콜 맥주가 있다는걸 알고 애용했어요 ㅎ 지금은 친정에 가거나 어디 놀러갈때 맥주는 마시고 싶고 그런데 운전은해야할때 맥주대신 마십니다. 기분도 낼수있고 좋아요!
                    
                "
780,"
                    
                        모유수유 중인 사람입니다. 맨날 이거 쟁여놓고 먹고 있어욬ㅋㅋㅋㅋㅋ 맥주 생각날때마다 한 캔, 아기 재우고 티비보면서 한 캔, 그냥 한 캔.... 24개가 금방금방 없어지네요.... 

맛은 맥주랑 비슷해요! 첫 모금만... 
그래도 이게 어디에요 계속 구매할 거에요..
                    
                "
781,"
                    
                        벌써 두박스째 주문해 먹고 있어요~
시중에서 사면 일반마트는 1,000원, 편의점은1,300원까지도 받는데 같은상품을 개당 500원꼴로 사먹으니 얼마나 좋나요~ 
주당인 제가 술을 좀 자제하기 위해 마시는 음료?ㅋ
좋습니다. 진정~
                    
                "
782,"
                    
                        인터넷으로 뭔가 산다는 것이 조금은 망설여 졌지만, 오프라인보다 훨신 저렴한 가격에 사게되서 뭔가 합리적인 소비를 했다는 뿌듯함이 있습니다.^^여러분도 지르세요!! 역시나 소문대로 좋은 제품입니다. 후회 없는 구매가 되실 겁니다.
                    
                "
783,"
                    
                        금주 약속을 지키기 위해 구매 했습니다.
맥주맛 이라기 보다는 
진한 보리차에 탄산 들어있는 맛이에요
그래도 무알콜 맥주 중 가장 맛이 깔끔한 것 같습니다.
제가 보리차를 좋아해서 그런것도 있을 꺼에요
                    
                "
784,"
                    
                        국산 다른브랜드 무알콜은 음료수 느낌인데
이건 진짜 맥주느낌나요
                    
                "
785,"
                    
                        항상 시켜먹는 무알콜맥주 제 입맛에는 딱 맞습니다
그냥 맥주먹는거보다 훨씬 맥주맛이 납니다
                    
                "
786,"
                    
                        맥주마시는 기분이 나기도 하고,,,괜찮습니다~
                    
                "
787,"
                    
                        가격이저렴해서 좋아요
임신했을때부터 지금 모유수유까지 
대형마트에서 사먹다가 쿠팡에서 
파는거 알고 계속 쿠팡에서 구입
5박스 구입햇는데
시원하게 먹음 넘 좋아여
대형마트랑 배로 차이가 나서 
마트에선 못 사먹겟어여
                    
                "
788,"
                    
                        임신한 저희 마누라가 술이 너무 마시고 싶지만
차마 못먹어서 마음이 그랫는데 무알콜맥주로 느낌이라도
내게해줘서 고맙다고 하네요 조금은 아쉽지만 우리 아기 출산하면 맨날 술먹제요ㅋㅋㅋㅋㅋ 그래도 도움은 되니 한번은 드셔보셔요
                    
                "
789,"
                    
                        금주하는데
좋다히고 맛도가격도 좋대서 구매하게됫는데
가격대비 맛도 가성비도 굿이네요
후기가 좋은이유가 있었어요
맥주특유의 톡쏘는것과 맛향 비슷해서

좋아융♡♡
                    
                "
790,"
                    
                        첫째임신하구 1년모유수유하구 바로 둘째가지고 출산하구 지금은수유중이예요 이거없음 정말 우울했을꺼같아요
솔직히 첫째때는 맛없었는데 둘째수유중에는 너무나 맛있네요 
진짜맥주마시는거같아용 ~~♡♡
                    
                "
791,"
                    
                        알콜들어가있는거랑 비스무리하네요 번창하세요
                    
                "
792,"
                    
                        시원하게 맥주대신 즐기기 좋아요~
배송도 빠르고 쿠팡이 제일 저렴했어요
                    
                "
793,"
                    
                        상품평을 보다가 너무 멀리 돌아서 왔네요..
이제 여기 정착할거에요..
그동안 비싼 독일 무알콜 왜 먹었는지..ㅠ
상품평은 너무 주관적이라..
각자 입에맞는 무알콜을 찾으시는거 권해드려요..
                    
                "
794,"
                    
                        임신하고출산후 모유수유까지..첫째아이 지그은 둘째^^ 끊임없이 먹고있내요.. 갈증날땐 이만한게없어요 가격도 마트보다 저렴하구요^^
친정엄마도 갈증해소에 도움되라고 나눠드렸어요~^^ 6개남으면 다시 주문하려구요^^ 감사해요
                    
                "
795,"
                    
                        여러가지 다른 상품들과 오랜시간 비교하여 구매했는데
상품을 보니 걱정이 싹 날아갔습니다. 사진으로 보는것보다
실제 상품이 훨씬 더 괜찮습니다. 가격도 최대한 최저가로 구매한것 같아 뿌듯하구요. 그럼 좋은 제품 많이 파세요!
                    
                "
796,"
                    
                        술좋아하는데 다이어트때문에 구매..
조금달긴하네요
                    
                "
797,"
                    
                        좋아요 맥주랑똑같은거같아요 맛없을줄 알앗는데 굿
                    
                "
798,"
                    
                        임신때부터 모유수유 1년 지금까지
무알콜은 하이트가 젤 괜찮아요 2년을 먹으니 이젠 그냥 맥주같네요
마트보다 더 더 저렴하고 항상 쿠팡에서 주문해요
15번은 넘게 시켯는데 로켓배송이고 좋아요
                    
                "
799,"
                    
                        음 글쎄 제로라서 담날 숙취는 없어요 다만 기존맥주보다 거품이나 맛이 좀 떨어진다는것
                    
                "
800,"
                    
                        빤짝 세일할때 구매합니다. 
여름이 다가오는데 시원하게
가격도 좀 유지해주세요!!!
14,040원 구매완료!
                    
                "
801,"
                    
                        술 못마시는데 맥주는 마시고 싶을때가 있는데 딱이예요
단맛이 난다는 사람이 있던데 별로 모르겠네요
                    
                "
802,"
                    
                        무알콜이지만 맥주느낌이에요~~
 그런대로 괜찮아요
                    
                "
803,"
                    
                        맥주는 좋아하지만 알콜에 약한 저는 너무 좋아요.고기와함께마시면 소화도 질돼는것 같아요.알콜맥주와거의똑 같아 기분내는데 최고!
                    
                "
804,"
                    
                        맥주 맛이 나요
어디서 들었는데 다른 맥주에는 알코올 성분이 조금이라도 있는데 이건 없다고 하더군요
수유중이라 다른건 못먹고 요것만 먹어요
일반 마트보다 싸서 좋고
놀러가서 나만 음료 안먹어서 좋고
기분내서 좋고
아싸!!
                    
                "
805,"
                    
                        그냥 딱 하이트 맥주맛 그대로에요~
이마트에서 독일맥주 한캔씩 구매해먹다가
사다나르는게 너무 귀찮아서 주문했어요~
맛은 독일맥주가 훨씬 좋지만
로켓배송은 빠르고 간편하기 때문에 ㅎㅎ
수유기간동안 자주 애용할거같아요
                    
                "
806,"
                    
                        가끔 신랑 술친구 해주고 싶은데 수유중이라 무알콜로 시켜봤네요.
CU나 GS편의점에도 안파는데가 제법있어
대형마트에서나 구매했었는데
가격도 훨씬 싸고 사들고 오는것도 일이였는데~안방까지..똭!!^^
로켓배송 짱인듯요ㅎ
                    
                "
807,"
                    
                        맥주는 터진곳 없이 깨끗하게 잘 왔습니다~~
지역마다 기사님들 스타일에 따라 약간씩 터지는건가바요ㅠㅠ
맛은 맥주맛이네요~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
알콜이 없어서 끝맛이 깔끔한거 같아요~~ㅎㅎ
술을 못마셔서 자기전에 기분만 내고 싶어서 샀는ㄷㅔ
딱 인거같네요~ㅎㅎ
                    
                "
808,"
                    
                        수유중이라 꾹 참았는데. . 진작 시킬껄 그랬어욥.맥주 좋아하는 제겐 아이들 재우고 한캔하는 이시간이 천국^^
배송도 빠르고 꼼꼼하게 포장해보내주셔서 잘받았어요.
명절에 임신한 동생과 즐길수있을거같아 벌써부터 신나네요~~♥
                    
                "
809,"
                    
                        신랑이 별로라해놓구선 다 마셔쎼요  훌륭한건 우리신랑이 아무리 마셔도 안취한다는거 그거 너무 좋으네요 저도 고만마시라고 잔소리꾼 안되어좋고 근데 단점아닌 단점은 신랑이 다신 주문말래요 ㅠㅠ 그래도 저는 주문할껍니다 ㅋ
                    
                "
810,"
                    
                        술을 드시면 안되시지만 너무 드시고싶어하시는 어머니를 위해 구립했어요.
신기하시다며 맛도 좋다고^^
벌써 마지막 포장 뜯었어요 ㅎㅎ
다먹고 또 주문할께요^^
                    
                "
811,"
                    
                        술을 끊어야하는 저로써는 콜라는달고 탄산수는  밍밍하고 맥주음료만한게 없네요 예전에 무알콜맥주는 진짜맛없었는데 기술이 발전해서인지 첫맛은 맥주랑 똑같고 끝맛만 알콜맛이 없어요ㅎㅎ자주구매할듯요
                    
                "
