,0
193,"
                    
                        수입맥주 무알콜도 있지만 완전히 0프로는 아니라서 좀 그랬는데
가격도 저렴하고 맛도 괜찮습니다  수입제품 몇가지 먹어봤는데
수입이라고 다 맛있는것도 아니라
가성비 대비 맛도 좋은거 같아요 
국내 무알콜 맥주 다른 브랜드보다도 훨씬 맥주맛에 가깝구요
모유수유중이라 한박스 사다놓고 기분냅니다
탄산음료는 더 많이 달아서 많이 먹게 되다보니 차라리 이거 한 캔씩 먹는게 나은거 같기도 하네요
                    
                "
194,"
                    
                        맛은 하이트보다 덜 맛있어요 그래도하이트 보다 비싸고  2번 계속 주문 하는 이유는 칼로리가 적어서 구입합니다  운동하는 사람들 맛보다는 칼로리가 더 중요하잔아요
                    
                "
195,"
                    
                        요즘 다이어트하느라고 술을 끊기로하고 탄산수를 먹어봐도 역시
여름밤의 맥주가 너무 땡겨서 ㅠㅠㅠㅠ 고민하다가
무알콜맥주를 사봤는데 잘샀어요 진짜 !!!!
칼로리도 적고 두캔 마시면 딱 좋아요 왠지 술같기도 하고 ㅋㅋ
폭식안해서 좋아요 ㅠㅠㅠㅠ
                    
                "
196,"
                    
                        예전에 한동안 로켓배송에서 클리어 제로가 빠져있더니
이번에 패키지가 리뉴얼되어 나왔군요 ㅎㅎ
30kcal로 칼로리가 더 다운된 것 같고
맥주맛은 그대로라 좋습니다^^
                    
                "
197,"
                    
                        하이트만 먹어보다 클라우드 맥주가 맛있기에 무알콜 클라우드도 맛있을것이라 믿고 구매했는데 전 하이트보다 별로였어요. 탄산맛은 하이트가 더 강하고 맥주향은 클라우드가 더 강한데 전 이 맥주향이 진한게 취향에 안맞네요. 너무 인위적인 향이라고 생각되네요. 

오늘 클라우드 받고 한캔마신후 하이트 다시 구매합니다~~ 

무알콜도 취향이 생기네요....허헛
                    
                "
198,"
                    
                        항상 마트에서 사먹는데 너무 자주 사러 나가서 많이 주문했어요
무알콜은 종류별로 수입산 국산 다 먹어봤는데 개인적으로는 클라우드가 제일 입맛에 맞네요. 맥주의 쓴맛이 없어서 맛있네요. 탄산은 막 세지 않고 적당히 있어요. 칼로리도 30이라 음료수 마시고 싶을때 먹기 좋네요~
그냥 냉장고 말고 김치냉장고에 넣고 먹으면 살얼음 생겨서 훨씬 시원하고 맛있어요~~~ 김치냉장고의 반은 음료와 맥주로 채웠어요ㅋㅋ
                    
                "
199,"
                    
                        술 끓을려고 노력 중인데.
일 끝나고 샤워 후 맥주 한캔을 잊지 못해서 구매했습니다.
테스트 삼아 편의점에서 화이트 구매 했는데....
제 입맛에는 절대로 먹을 수 없는 음료였습니다.
또! 테스트 삼아 쿠팡에서 24개 짜리 구매했는데..
성공적입니다. 역시 믿고 보는 클라우드입니다.
술 마실때에도 클라우드만 주로 먹었는데
알콜제로도 역시 클라우드입니다!
조금 탄산이 약하고 밍밍한건있지만 만족합니다
                    
                "
200,"
                    
                        요즘 다이어트하느라고 술을 끊기로하고 탄산수를 먹어봐도 역시
여름밤의 맥주가 너무 땡겨서 ㅠㅠㅠㅠ 고민하다가
무알콜맥주를 사봤는데 잘샀어요 진짜 !!!!
칼로리도 적고 두캔 마시면 딱 좋아요 왠지 술같기도 하고 ㅋㅋ
폭식안해서 좋아요 ㅠㅠㅠㅠ
                    
                "
201,"
                    
                        예전에 한동안 로켓배송에서 클리어 제로가 빠져있더니
이번에 패키지가 리뉴얼되어 나왔군요 ㅎㅎ
30kcal로 칼로리가 더 다운된 것 같고
맥주맛은 그대로라 좋습니다^^
                    
                "
202,"
                    
                        하이트만 먹어보다 클라우드 맥주가 맛있기에 무알콜 클라우드도 맛있을것이라 믿고 구매했는데 전 하이트보다 별로였어요. 탄산맛은 하이트가 더 강하고 맥주향은 클라우드가 더 강한데 전 이 맥주향이 진한게 취향에 안맞네요. 너무 인위적인 향이라고 생각되네요. 

오늘 클라우드 받고 한캔마신후 하이트 다시 구매합니다~~ 

무알콜도 취향이 생기네요....허헛
                    
                "
203,"
                    
                        항상 마트에서 사먹는데 너무 자주 사러 나가서 많이 주문했어요
무알콜은 종류별로 수입산 국산 다 먹어봤는데 개인적으로는 클라우드가 제일 입맛에 맞네요. 맥주의 쓴맛이 없어서 맛있네요. 탄산은 막 세지 않고 적당히 있어요. 칼로리도 30이라 음료수 마시고 싶을때 먹기 좋네요~
그냥 냉장고 말고 김치냉장고에 넣고 먹으면 살얼음 생겨서 훨씬 시원하고 맛있어요~~~ 김치냉장고의 반은 음료와 맥주로 채웠어요ㅋㅋ
                    
                "
204,"
                    
                        술 끓을려고 노력 중인데.
일 끝나고 샤워 후 맥주 한캔을 잊지 못해서 구매했습니다.
테스트 삼아 편의점에서 화이트 구매 했는데....
제 입맛에는 절대로 먹을 수 없는 음료였습니다.
또! 테스트 삼아 쿠팡에서 24개 짜리 구매했는데..
성공적입니다. 역시 믿고 보는 클라우드입니다.
술 마실때에도 클라우드만 주로 먹었는데
알콜제로도 역시 클라우드입니다!
조금 탄산이 약하고 밍밍한건있지만 만족합니다
                    
                "
205,"
                    
                        #지속구매 #나의최애템 #무알콜중독
17,760÷24
=740

정기배송가 -10%
15,984÷24
=666

#수유부
#내입엔 안성맞춤 #하이트는No.

대한민국 표시기준 
1%미만 알콜은 무알콜 표기가능


해당 제품은 약간의 알콜이 있는듯.
하이트는 진심 무알콜

시음 시 약간 아리까리 하는.느낌적인 느낌 #클라우드제로 

#진하고진하도다 #맛있음 
여행갈땐 여행지로 #로켓배송

이후엔 #자택 #정기배송

늘 감사히 먹고 있습니다.
                    
                "
206,"
                    
                        맥주와는 애초에 다른 맥주맛음료라는 것을 잊지마시기 바랍니다. 

알콜을 마실 수 있는 상황이면 맥주. 그렇지 못하면 논알콜은 감지덕지로 마시는 것입니다. 

차갑게 하면 할 수록 맛이 좋아집니다. 냉장고에 넣은지 얼마 안되어 인내심이 부족으로 어중간한 온도에 써내 마신다면 후회합니다. 탄산의 타격감이나 그에 따라 맛이 줄어들기 때문이죠.

저는 하이트 클라우드 한박스씩 마셔본 결과 클라우드가 나았네요.
                    
                "
207,"
                    
                        맥주맛 탄산음료~
진짜 맥주랑 맛이 비슷해요
가끔 취하는 느낌도 들어요
무알콜이니 그냥 느낌이겠죠
근데 요것 마시다보면 진짜
맥주 생각이 날때도 있어요ㅎ
그래도 무알콜 맥주로는 최고인듯~
                    
                "
208,"
                    
                        술을 좋아하는데 잘못하는편이라 생각날때 마시려구 구매했어요 상품평넘 좋던데
사람마다 입맛이 다르니 뭐ㅋ
목넘김은 나쁘지않아요 
무알콜 몇가지먹어봤는데 그중 제일 맥주맛에 가까운듯 하구 젤 나은거같긴해요
무알콜에 넘 바라면 욕심이겠죵ㅋ
날씨가 추워그런가 살얼음 동동 떴네욤ㅋ
받자마자 션하게 한캔했슴돠ㅋ맛나네요
                    
                "
209,"
                    
                        술을 적게 마시려 여러 제품 느껴보고 있어요
클라우드는 좀 연한겄 같네요
직전의 칭따오나 처음 접해봤던 하이트보다
맛이 연해요
다음엔 어떤걸로 할까....
                    
                "
210,"
                    
                        #지속구매 #나의최애템 #무알콜중독
17,760÷24
=740

정기배송가 -10%
15,984÷24
=666

#수유부
#내입엔 안성맞춤 #하이트는No.

대한민국 표시기준 
1%미만 알콜은 무알콜 표기가능


해당 제품은 약간의 알콜이 있는듯.
하이트는 진심 무알콜

시음 시 약간 아리까리 하는.느낌적인 느낌 #클라우드제로 

#진하고진하도다 #맛있음 
여행갈땐 여행지로 #로켓배송

이후엔 #자택 #정기배송

늘 감사히 먹고 있습니다.
                    
                "
211,"
                    
                        맥주와는 애초에 다른 맥주맛음료라는 것을 잊지마시기 바랍니다. 

알콜을 마실 수 있는 상황이면 맥주. 그렇지 못하면 논알콜은 감지덕지로 마시는 것입니다. 

차갑게 하면 할 수록 맛이 좋아집니다. 냉장고에 넣은지 얼마 안되어 인내심이 부족으로 어중간한 온도에 써내 마신다면 후회합니다. 탄산의 타격감이나 그에 따라 맛이 줄어들기 때문이죠.

저는 하이트 클라우드 한박스씩 마셔본 결과 클라우드가 나았네요.
                    
                "
212,"
                    
                        맥주맛 탄산음료~
진짜 맥주랑 맛이 비슷해요
가끔 취하는 느낌도 들어요
무알콜이니 그냥 느낌이겠죠
근데 요것 마시다보면 진짜
맥주 생각이 날때도 있어요ㅎ
그래도 무알콜 맥주로는 최고인듯~
                    
                "
213,"
                    
                        술을 좋아하는데 잘못하는편이라 생각날때 마시려구 구매했어요 상품평넘 좋던데
사람마다 입맛이 다르니 뭐ㅋ
목넘김은 나쁘지않아요 
무알콜 몇가지먹어봤는데 그중 제일 맥주맛에 가까운듯 하구 젤 나은거같긴해요
무알콜에 넘 바라면 욕심이겠죵ㅋ
날씨가 추워그런가 살얼음 동동 떴네욤ㅋ
받자마자 션하게 한캔했슴돠ㅋ맛나네요
                    
                "
214,"
                    
                        술을 적게 마시려 여러 제품 느껴보고 있어요
클라우드는 좀 연한겄 같네요
직전의 칭따오나 처음 접해봤던 하이트보다
맛이 연해요
다음엔 어떤걸로 할까....
                    
                "
215,"
                    
                        다음날 바로 와서 놀랐어용 ㅎㅎ 
아 일단.. 정말 100% 알콜이 없는거 맞죠?? 
임산부인데 콜라보다 나을거같아서 가끔 마십니다..... 
하이트만 편의점에서 사다 마시다가 클라우드... 
진짜 술같아여... 정말 100% 아닌거죠....??? 
탄산음료 여서 건강에 해롭고 말고 다 떠나서
알콜만 아니면돼요.. 임산부 마셔도 되는 음료 맞죠?? ㅠㅠ ㅋㅋㅋㅋㅋㅋ
                    
                "
216,"
                    
                        임신부터 출산 육아까지
2년 가까이 되는 시간동안 없으면 안되는 필수품입니다ㅋㅋ
편의점에서 구매하는것보다 가격도 훨씬 저렴하고 집앞까지 배송해주니 좋아요ㅡ
무알콜은 클라우드랑 하이트 먹었는데
개인적으로 하이트는 먹고 나면 속이 좀 더부룩 하고
클라우드는 먹어도 부담이 없이 가벼운 맛이라
더 선호하는 편입니다.
벌써 몇번째 재구매 인지 모르겠네요ㅋㅋㅋㅣㅣㅣㅣㅣㄱ기ㅋ
                    
                "
217,"
                    
                        아 진짜
이런 물같은 클라우드
애들 재우고 절대 없으면 안되요
이거라도 한잔 안하면...우울
물보다 탄산이고 맥주보다는 덜한걸 찾고 싶을때
이거만한게 없음!!
                    
                "
218,"
                    
                        한개 찌그러져서 터져서 왔네요 배송신경써주세요 
한개라서 반품은 안합니다
                    
                "
219,"
                    
                        칼로리 낮고 맥주 맛도 나면서 탄산도 적당해요 
비닐 뜯는데 푸쉭 소리가 나서 뭔가 봤는데
캔 옆면에 찍힌? 자국으로 맥주가 샜어요
                    
                "
220,"
                    
                        17,760÷24
=740

정기배송가 -10%
15,984÷24
=666

#수유부
#무알콜 중독
#내입엔 안성맞춤 #하이트는No.

대한민국 표시기준 
1%미만 알콜은 무알콜 표기가능


해당 제품은 약간의 알콜이 있는듯.
하이트는 진심 무알콜

시음 시 약간 아리까리 하는.느낌적인 느낌 #클라우드제로 

#진하고진하도다 #맛있음 
여행갈땐 여행지로 #로켓배송

이후엔 #자택 #정기배송

늘 감사히 먹고 있습니다.
                    
                "
221,"
                    
                        맥주를 워낙 좋아하다보니 살이 많이쪄서 다이어트하는중  마시려고 구매했어요
우선 일반맥주맛 생각하시면 실망하실거에요~
탄산수에 쌀엿 섞은듯한 맛이라고 할까요
달진않아요 그래도 입심심할때 마실만해요
                    
                "
222,"
                    
                        맛은  맥주맛  난다는뎁  약간  밍밍한  맛이예요.
개인적으로  화이*가  더  맥주맛은  강했어요.
하지만  맥주맛  음료는  맥주랑  비교하면  안되겠쪙.

수유중이라  알콜을  먹을수  없기에  그럭저럭  만족해요.
칼로리가  30칼로리  넘넘  굿이죵  ㅎㅎ
이게  대박인거  같네요

배송은  찌그러진  것  없이  깔끔하게  배송  굿이예요
                    
                "
223,"
                    
                        모유수유중이라 맥주가 너무땡겨 구입함
국내산이라 믿을수있음
이건 첨에먹으면 과일처럼 상큼한? 맥주같음
탄산이 그렇게강하진않고
목넘김이 쉬움
앉은자리에서 그냥 한캔 순삭..
하이트가 탄산이 더 강함
                    
                "
224,"
                    
                        알콜약한 저한테 딱이고 국내 알콜프리 맥주중 이게 젤 맛나요
                    
                "
225,"
                    
                        탄산은 거의없고..
맛은 너무 시큼하고..
끝맛은 너무 쓰고..
클라우드라는 이름 땜시 구매했는데..
좀 실망스럽네요..
하이트제로가 더 낫겠어요.. ㅠㅠ
무알콜 많이 먹어봤는데..
이건 완전 놀러가서
맥주 따라놓고 얘기하느라 한참 시간이지나서 
탄산은 다 빠지고 시큼하고 쓴맛만 남은듯한..

딱 그런...

저에겐 빵점입니다 

탄산만 강했어도 먹을만 했을텐데..
                    
                "
226,"
                    
                        그간 하*트제로 먹다 매진떠서 클라우드제로 시켜봤는데
처음 한캔먹었을땐 탄산 다빠진 맥주맛?  이게모야했는데
이전먹던거보다. 칼로리가 반이라는 말에
 몇일뒤 두번째 먹었을때 시원하고 깔끔한뒷맛에 느끼한음식먹고 난뒤 먹긴 괜찮았지만
맥주다라고 느끼기엔 톡쏘는 탄산이 너무아쉽네요
내입엔. . .이전에 먹던 타사제품이 더나은듯
                    
                "
227,"
                    
                        더운날 시원하게 맥주 마시면 좋잖아요
그런데 마시고 술기운 올라오면 더워지는데
무알콜은 그렇지 않아 좋아요
무알콜맥주 이것저것 먹어봐도 클라우드제로가 가장 맥주맛에 가까운 느낌이라 클라우드만 찾아서 마시고있네요~
                    
                "
228,"
                    
                        처음 클라우드먹고
하이트마셨는데(2박스)
다시 클라우드 시켰는데
전 하이트가 더 낫네요
일반맥주도 청량감이 좋은 라거를 더 좋아해서 그런지 화이트가 나아요ㆍㆍ하이트의 청량감이 더 좋아요
실제따라고면 클라우드는 연하고하이트는 진해요
여기다 탄산수까지 섞어마시면
속이 뻥뚫리는 느낌 (둘다 차게드셔야 맛나요)
                    
                "
229,"
                    
                        도데체 이걸 왜 만들었고 왜파는지 이해가안간다.

맥주라면 원래 약간쓰지만 톡쏘고 시원한 청량감과 고소한맛이 생명이거늘
이건 시원한 탄산느낌만 살려냈지 맛은 맥주느낌이  전혀안남.

맛을설명하면 (스타벅스에서파는)탄산레몬 + 까나리새우젓 + 라임맛음료수 + 복숭아향 + 보리차 + 맹물 을 한데섞은듯한 끔찍한 혼종의맛이다

이걸로 맥주를 배우겠다고? 절대하지마
알코올에 약하니 이걸 마시겠다고? 마시지마

차라리 도수3인 이슬톡톡, 도수0인 칵테일, 
도수매우낮은 과일와인(샹그리아)를 마셔라
                    
                "
230,"
                    
                        탄산은 거의없고..
맛은 너무 시큼하고..
끝맛은 너무 쓰고..
클라우드라는 이름 땜시 구매했는데..
좀 실망스럽네요..
하이트제로가 더 낫겠어요.. ㅠㅠ
무알콜 많이 먹어봤는데..
이건 완전 놀러가서
맥주 따라놓고 얘기하느라 한참 시간이지나서 
탄산은 다 빠지고 시큼하고 쓴맛만 남은듯한..

딱 그런...

저에겐 빵점입니다 

탄산만 강했어도 먹을만 했을텐데..
                    
                "
231,"
                    
                        그간 하*트제로 먹다 매진떠서 클라우드제로 시켜봤는데
처음 한캔먹었을땐 탄산 다빠진 맥주맛?  이게모야했는데
이전먹던거보다. 칼로리가 반이라는 말에
 몇일뒤 두번째 먹었을때 시원하고 깔끔한뒷맛에 느끼한음식먹고 난뒤 먹긴 괜찮았지만
맥주다라고 느끼기엔 톡쏘는 탄산이 너무아쉽네요
내입엔. . .이전에 먹던 타사제품이 더나은듯
                    
                "
232,"
                    
                        더운날 시원하게 맥주 마시면 좋잖아요
그런데 마시고 술기운 올라오면 더워지는데
무알콜은 그렇지 않아 좋아요
무알콜맥주 이것저것 먹어봐도 클라우드제로가 가장 맥주맛에 가까운 느낌이라 클라우드만 찾아서 마시고있네요~
                    
                "
233,"
                    
                        처음 클라우드먹고
하이트마셨는데(2박스)
다시 클라우드 시켰는데
전 하이트가 더 낫네요
일반맥주도 청량감이 좋은 라거를 더 좋아해서 그런지 화이트가 나아요ㆍㆍ하이트의 청량감이 더 좋아요
실제따라고면 클라우드는 연하고하이트는 진해요
여기다 탄산수까지 섞어마시면
속이 뻥뚫리는 느낌 (둘다 차게드셔야 맛나요)
                    
                "
234,"
                    
                        도데체 이걸 왜 만들었고 왜파는지 이해가안간다.

맥주라면 원래 약간쓰지만 톡쏘고 시원한 청량감과 고소한맛이 생명이거늘
이건 시원한 탄산느낌만 살려냈지 맛은 맥주느낌이  전혀안남.

맛을설명하면 (스타벅스에서파는)탄산레몬 + 까나리새우젓 + 라임맛음료수 + 복숭아향 + 보리차 + 맹물 을 한데섞은듯한 끔찍한 혼종의맛이다

이걸로 맥주를 배우겠다고? 절대하지마
알코올에 약하니 이걸 마시겠다고? 마시지마

차라리 도수3인 이슬톡톡, 도수0인 칵테일, 
도수매우낮은 과일와인(샹그리아)를 마셔라
                    
                "
235,"
                    
                        나의 최애템! 다이어트 하려고 주문! 맥주 대신~~~과일맛 나고 가벼운 맛이라 좋아요.
                    
                "
236,"
                    
                        갠적으로 톡쏘는맛좋아하는데 하*트보단 순하지만
클라우드가 더 나은것같아요
맥주맛은..전혀 안나는것같은데 부드러워요
맥주맛나는거 원하심 하*트
순한거원하면 클라우드로 먹음 될것같아요
임산부도 아니고,
맥주를 하도마셔서 뱃살땜시 먹어봤는데...
종종 먹기엔 좋을것 같네요

근데 왜 옆면이 다 찌그러져서왔는지는 것때메 별1개 뺌
                    
                "
237,"
                    
                        매번 집에 쟁여놓고 먹고 있어요~ 다른 제로 맥주보다 칼로리도 낮고 목넘김도 더 좋아서 이것만 먹고 있네요~!! 가격이 매번 조금씩 오르는것 같지만 ㅠ 항상 잘 먹고 있어요! 강추입니다!
                    
                "
238,"
                    
                        금주 4 개월 차 

마치 세계맥주를 먹는 줄~~

시큼하고 톡톡쏴요 제스퇄~~



모닝스테이크랑 같이 마시면

여기가 천국이구나~~
                    
                "
239,"
                    
                        항상 냉장고에 쟁겨두고 마시고 있어요 요즘 자격증 공부하는터라 맥주도 못마시고 있는데 무알콜로 대신하며 열공중입니다~  무알콜이 알콜을 대신할순 없지만 거의 흡사해요~ 기분내기 딱 좋아요^^
                    
                "
240,"
                    
                        전 너무 좋아해서 올 여름 몇 박스
먹은것 같아요..

술 취하신 싫고 건강도 생각하고 더군다나 칼로리도 낮고 
굿입니다
                    
                "
241,"
                    
                        맥주 좋아하는데 요즘 운동을 열심히 하다 보니 알콜 섭취 자체가 너무 손해보는 기분이 들더라고요. 오늘 한 운동 다 날리는 느낌이고...
그래서 무알콜 맥주로 갈아탔습니다. 적응하고 나면 먹을 만합니다. (맥주를 아예 끊은 건 아닌데 많이 줄였어요.)

맥주 좋아하시는데 운동도 좋아하시는 분들은 무알콜 맥주에 정착해 보세요.
                    
                "
242,"
                    
                        모유 수유하는 우리 와이프님을 위해 샀습니다
이젠 같이 맥주한잔할 수 있어 좋습니다
                    
                "
243,"
                    
                        문앞에 똭~~~맛도 어쩜 맥주맛 그대로~~다욧하는 저에게 똭~~
                    
                "
244,"
                    
                        국내 경쟁사 맥주와 비교 했을 때, 인공적인 맛이 강합니다. 물론 칼로리가 30이여서 경쟁사 맥주의 절반 밖에 안되지만, 맛을 비교하면 부족한 면이 강합니다. 한박스를 샀는데 처치곤란이 되어버렸네요. 탄산이 주는 청량감은 생각외로 강해 음료수처럼 마셔야겠네요
                    
                "
245,"
                    
                        전 너무 좋아해서 올 여름 몇 박스
먹은것 같아요..

술 취하신 싫고 건강도 생각하고 더군다나 칼로리도 낮고 
굿입니다
                    
                "
246,"
                    
                        맥주 좋아하는데 요즘 운동을 열심히 하다 보니 알콜 섭취 자체가 너무 손해보는 기분이 들더라고요. 오늘 한 운동 다 날리는 느낌이고...
그래서 무알콜 맥주로 갈아탔습니다. 적응하고 나면 먹을 만합니다. (맥주를 아예 끊은 건 아닌데 많이 줄였어요.)

맥주 좋아하시는데 운동도 좋아하시는 분들은 무알콜 맥주에 정착해 보세요.
                    
                "
247,"
                    
                        모유 수유하는 우리 와이프님을 위해 샀습니다
이젠 같이 맥주한잔할 수 있어 좋습니다
                    
                "
248,"
                    
                        문앞에 똭~~~맛도 어쩜 맥주맛 그대로~~다욧하는 저에게 똭~~
                    
                "
249,"
                    
                        국내 경쟁사 맥주와 비교 했을 때, 인공적인 맛이 강합니다. 물론 칼로리가 30이여서 경쟁사 맥주의 절반 밖에 안되지만, 맛을 비교하면 부족한 면이 강합니다. 한박스를 샀는데 처치곤란이 되어버렸네요. 탄산이 주는 청량감은 생각외로 강해 음료수처럼 마셔야겠네요
                    
                "
250,"
                    
                        전 부담없고 좋더라구요
냉장고에 시원하게 넣고 먹으면 좋더라구요
                    
                "
251,"
                    
                        얼마전에 수술을 해서 금주중인데
너무 너무 너무 맥주가 마시고 싶어서 
주문했어요
ㅡㅇㅡ;;
목넘김은 좋지만 뒷맛이 좀 쇠맛? ㅋㅋ
그런맛이 나긴해요.
컵에 따라서 마시면 괜찮다고하셔서
마셔봤는데 비슷ㅋㅋ
빨리 꿀떡꿀떡 마시는게 최고의 방법인 것 같아요.
                    
                "
252,"
                    
                        맛이 살짝 쇠 비린내가 나요
아직 기술이 부족한건지
알콜 없이 만드는 공법 탓인지
맥주 특유의 고소한 홉 향도 거의 없네요..
품평은 지극히 제 개인적인 의견이니까
객관적인 판단은 아니구요,
저는 별로네요..
다른 회사 맥주 공장 견학 가서 시음했던
무알콜 맥주는 진짜 다 똑같고
취하지만 않아서 놀랐었는데..
그 생각하고 사먹어봤더니. 아쉽군여
                    
                "
253,"
                    
                        맛있어요ㅜㅜ
술좋아하시는 분들은 모르겠지만
저처럼 술잘못마시지만 더울때 갈증 해소 하기 정말 좋아요..
여름에 정말 맥주 한모금이 땡길때 정말 좋아요~
                    
                "
254,"
                    
                        세번째 구매입니다

분명 무알콜인데 왜케 중독성이있죠ㅋ

다 먹고사면 에이 취하는것도 아닌데 이제 그만먹자

하다가도 이 시원한 목넘김이 자꾸 생각나서 다시 찾네요

먹을때도 꼭 2~3캔 기본이라

배가 안출렁거릴 틈이 없네요

아 물론 평소에도 배는 계속 출렁거려요ㅎ
                    
                "
255,"
                    
                        다이어트하다보면 저녁을 먹어도 아쉬울때 있잖아요? 그럴때 한잔하면 포만감도 느끼고 좋습니다~
                    
                "
256,"
                    
                        금주를 하기위해 무알콜 맥주를 사서 먹기 시작했습니다.
하이트 제로를 먼저 먹어보고 클라우드를 사서 먹었는데 
하이트 제로는 맥주맛에 거의 흡사하고 클라우드는 탄산이 많은 보리맛탄산수 느낌입니다. 왜 칼로리가 적은지 알것 같았어요~^^ 남편은 맥주를 너무나 좋아해서 하이트 제로가 입맛에 더 맞다고 하지만 저는 클라우드가 더 좋더라구요..^^
                    
                "
257,"
                    
                        맥주마시는사람은 이게 뭔맛이냐하지만
이빨 치료때문에 한동안 못마시다가 무알콜을 접한 저에게는 가뭄의 단비같이 맛나고 좋았습니다 
거품도 풍부하고요 알콜 0%라 치과적 치료있어도 부담이 덜하네요

단 몇캔을 마셔도 안취하네요 ㅎㅎ
                    
                "
258,"
                    
                        확~~찐자가 되어가서 무알콜주문했는데 넘 괜찮네요~~♡
이번엔 다욧 꼭 성공하길 바라며~~
                    
                "
259,"
                    
                        이거 마시고 부터 술 생각이 안남
매일 반주처럼 캔맥 두개씩 마셨는데
내가 알콜중독인가 걱정했는데
절대 알콜중독이 아님
그냥 쌉쌀한 맛과 톡쏘는 탄산이
입맛을 올려줌
소주도 안마시게 됨
건강이 걱정이신분 신세계를 맛볼겁니다
강추
                    
                "
260,"
                    
                        향.이.달다 그래서 내 취향은 아닌듯 맥주면 쫌 써야지 근데 칼 로리가 30이네 다른것의 반 이다
                    
                "
261,"
                    
                        몬가 맥주라고 하긴 애매한 가벼움이 있지만
이칼로리에 이맛??
ㄱㅊ숨다
                    
                "
262,"
                    
                        육아에, 특히 코로나땜에 학교를 가지 않는 대부분이 순간.
육아의 끝에서 혹은 낮에 한캔..으로 갈증과 우울을 달래본다..
30칼로리라 그냥..위안..
                    
                "
263,"
                    
                        지금껏 수많은 무알콜을 마셔보았지만
맛 최고입니다.
술을 사랑하지만
살과 숙취, 운전등으로 늘 죄책감 및 힘든점이 있었는데
이거는 맛도좋고
맥주같고
칼로리는 같은 용량의 콜라가 150이 넘는데
이거는 겨우 30칼로리이고
슈가프리에...진짜 최고에요
                    
                "
264,"
                    
                        원래 술을 좋아하지도않고 못먹는데..
임신하고나니 맥주가 왜 먹고싶은지.ㅎ
탄산수만 먹다가 우연히 클라우드 논알콜먹고 반해서.ㅎ
마트에서는 왜 안파는지.ㅠㅠ
술맛도 잘 모르는데도 이상하게 맛있네요.ㅎㅎ
신랑도 저녁에 시원하게 벌컥벌컥 마셔요ㅎㅎ
다먹으면 또 주문해야겠어요.ㅎ
                    
                "
265,"
                    
                        임신기간+수유2개월째 도저히 못참겠어서 구입했어여
호불호가 갈리는 후기들 고민 엄청하구 구매함 (아무도 안먹음 버리는게 일)
일단 받자마자 김치냉장고~~
솔직히 홀짝홀짝 한모금씩 먹음 맛별루이고요
꿀꺽꿀꺽연타 세모금 헐 맥주입니다 목넘김이 딱 맥주맛입니당
수유부로서 맥주 대리만족 굿입니당
                    
                "
266,"
                    
                        남자친구랑 바다가서 맥주 먹으려는데 운전을 해야하니 혼자만 먹기에는 미안해서 주문했네용ㅋㅋ 알코올 없이 맥주의 맛을 완벽하게 표현하지는 못하겠지만 맥주를 자주 먹지 않는 친구들은 정말 맥주맛이 난다고 하네요! 먹고싶은데 술을 먹지 못할 때에 대신 먹기 아주 좋습니다
                    
                "
267,"
                    
                        0.00에 낮은 당함량이 강점인 제품입니다.
예전엔 무알콜이어도 거품 느낌이 좋았는데
가끔 밸런스가 왔다갔다 하는듯요.

무난하다.. 생각하다가도 하이트제로와 클라우스탈러 사이에서 
한 번 쯤 고민하게 만드는 매력입니다.
                    
                "
268,"
                    
                        임산부에요~
회식자리 있을 때마다 아이스백에 챙겨가서 먹고 있어요~
제 입엔 다른 데꺼보다 클라우드가 맞아요^^
컵에 콸콸 따르면 나름 거품 많이 나서 맥주 마시는 기분도 나고요~
                    
                "
269,"
                    
                        하이트 제로만 계속 먹다가 남편이 당뇨 진단을 받으면서 클라우드 제로로 바꿨어요.
깔끔하고 탄산이 강해 시원한 느낌이 있던 하이트 제로와 달리 클라우드는 맛이 조금 과일향이 있는 해외맥주에 가깝네요.
탄산은 좀 부족해서 아쉽지만 그래도 나쁘지 않네요.
하이트 제로는 그거대로 이건 이거대로 좋습니다.
                    
                "
270,"
                    
                        임산부는 아니고 수술을 하게 돼서 친구들 모임이나 가족 모임 등 술자리가 있을 때, 혼자 물 마시기가 그래서 주문했는데 첫맛은 약간 싱거운 맥주같긴한데 분위기상으로는 진짜 맥주같고 좋은 것 같아요. 단 먹고 나면 목에 알싸한 맛이 남아 있어요 . 그게 좋은지 나쁜지는 모르겠어요^^
                    
                "
271,"
                    
                        완전 시원하게 먹으면 맥주맛 가까워요
운전할때나 다이어트할때 한두캔씩먹으면
좋더라구요
                    
                "
272,"
                    
                        아 진짜 이게 뭐예요ㅠㅠ 다 터져서 다 젖어서 오고 이정도면 거의 일부러 구멍 뚫어놓은 수준인데.. 맛도 진짜 없어요ㅠㅠ 맥주같지도 않아요ㅠㅠ
                    
                "
273,"
                    
                        모유수유 하느라 샀는데
분유로 갈아타면서 천덕꾸러기신세된 클라우드제로

무알콜 맥주는 대부분
비리기만하다
비린 탄산 보리차 같은느낌?

근데 클라우드는 과일향이랄까? 하여간 향기가 꽤 진하고 부드러워서 무알콜 맥주중엔 제일 먹을만해서
믿고 큰 팩 질렀는데
^___________^ 완분으로 갈아탔당 ^______^
금주안녕~~~~ 임신기간부터 안반가웠당~~~~~~
                    
                "
